dataset,band,test_idx,train_idx,jaccard8,flagged,test_label,train_label,sw_score,sw_identity,sw_coverage,sw_aln_len,len_test,len_train,homolog,homolog_strict,homolog_loose
human_nontata_promoters,j_lt_0p1,28163,15757,0.0,0,0,1,121.5,0.3741007194244604,0.4143426294820717,278,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28185,18555,0.0,0,0,1,68.5,0.3463414634146341,0.2828685258964143,205,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27987,24646,0.0,0,0,1,42.0,0.8,0.047808764940239,15,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27957,19402,0.0041580041870474,0,0,1,142.0,0.4177777777777778,0.3745019920318725,225,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27999,1692,0.0062111802399158,0,0,0,224.5,0.451048951048951,0.5139442231075697,286,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28207,4406,0.0,0,0,0,203.0,0.40625,0.5179282868525896,320,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28012,11790,0.0,0,0,0,149.0,0.4493927125506073,0.4422310756972111,247,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27960,4188,0.0041493778117001,0,0,0,255.5,0.4761904761904761,0.5577689243027888,294,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28240,1377,0.0063025210984051,0,0,0,191.5,0.4501845018450184,0.4860557768924303,271,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28066,10422,0.0,0,0,0,93.5,0.3686006825938566,0.4302788844621514,293,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27997,4275,0.0062111802399158,0,0,0,167.0,0.3876221498371335,0.4741035856573705,307,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28129,12998,0.0,0,0,1,138.5,0.3775100401606425,0.3745019920318725,249,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28148,9483,0.0,0,0,0,132.0,0.4016393442622951,0.3904382470119522,244,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28117,25588,0.0062370062805712,0,0,1,205.0,0.431578947368421,0.4900398406374502,285,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27965,5461,0.0020790020935237,0,0,0,244.0,0.4407894736842105,0.5338645418326693,304,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28105,1666,0.0104602510109543,0,0,0,218.0,0.4494773519163763,0.5139442231075697,287,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28170,10593,0.0020833334419876,0,0,0,171.5,0.4137931034482758,0.4780876494023904,290,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28074,14855,0.0,0,0,1,165.0,0.4,0.4940239043824701,310,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28109,13159,0.0,0,0,1,64.5,0.324468085106383,0.2430278884462151,188,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28284,3853,0.0,0,0,0,179.5,0.4608294930875576,0.398406374501992,217,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28146,4035,0.0041237114928662,0,0,0,192.5,0.4407894736842105,0.5338645418326693,304,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28153,24511,0.0104384133592247,0,0,1,193.5,0.4444444444444444,0.4940239043824701,279,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27967,7217,0.0041237114928662,0,0,0,248.0,0.4673913043478261,0.5139442231075697,276,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27912,23538,0.0042016808874905,0,0,1,183.0,0.4913043478260869,0.450199203187251,230,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27946,11541,0.0,0,0,0,213.5,0.4131147540983607,0.50199203187251,305,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28081,215,0.0,0,0,0,60.0,0.3904109589041096,0.2270916334661354,146,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28168,7475,0.0041322312317788,0,0,0,154.0,0.3697183098591549,0.4183266932270916,284,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27922,10040,0.0,0,0,0,194.0,0.4754716981132075,0.50199203187251,265,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28215,26435,0.0020964359864592,0,0,1,180.0,0.4375,0.50199203187251,288,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28222,21172,0.0,0,0,1,70.5,0.3134920634920635,0.3147410358565737,252,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27947,16550,0.0,0,0,1,145.0,0.4310344827586206,0.49800796812749,290,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28160,14388,0.0,0,0,1,176.0,0.4548736462093863,0.50199203187251,277,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28111,8519,0.0,0,0,0,191.5,0.4545454545454545,0.5179282868525896,286,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28186,24958,0.0,0,0,1,91.0,0.3237704918032787,0.3147410358565737,244,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28131,13711,0.0,0,0,1,197.0,0.5057034220532319,0.5298804780876494,263,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28023,9975,0.0041152262128889,0,0,0,159.5,0.3758389261744966,0.446215139442231,298,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28052,25608,0.0,0,0,1,141.5,0.376865671641791,0.4023904382470119,268,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28118,1176,0.0020576131064444,0,0,0,124.5,0.4964539007092198,0.2788844621513944,141,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28264,17633,0.0,0,0,1,142.0,0.3916083916083916,0.446215139442231,286,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28203,5192,0.0,0,0,0,160.0,0.4008810572687225,0.3625498007968127,227,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27936,3778,0.0146137783303856,0,0,0,215.5,0.4440789473684211,0.5378486055776892,304,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28104,24708,0.0,0,0,1,99.5,0.352,0.350597609561753,250,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28130,26434,0.0084388181567192,0,0,1,91.0,0.4028776978417266,0.2231075697211155,139,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28267,21039,0.0020661156158894,0,0,1,192.0,0.4360655737704918,0.5298804780876494,305,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28205,10145,0.0082644624635577,0,0,0,182.0,0.4210526315789473,0.4143426294820717,247,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28105,8453,0.0,0,0,0,127.0,0.3905579399141631,0.3625498007968127,233,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27939,14070,0.0041753654368221,0,0,1,97.5,0.3612167300380228,0.3784860557768924,263,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28179,25760,0.0021881838329136,0,0,1,171.0,0.4089068825910931,0.4023904382470119,247,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28218,19400,0.0,0,0,1,121.5,0.3798449612403101,0.3904382470119522,258,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27933,18062,0.0,0,0,1,135.0,0.4147286821705426,0.4262948207171315,258,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28198,14130,0.0020661156158894,0,0,1,185.0,0.4096774193548387,0.5059760956175299,310,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28007,14037,0.0091533176600933,0,0,1,199.0,0.3694267515923566,0.4621513944223107,314,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28217,22995,0.0,0,0,1,199.0,0.4651162790697674,0.4780876494023904,258,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28234,7219,0.0124740125611424,0,0,0,256.5,0.4576271186440678,0.5378486055776892,295,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27918,22085,0.0020703934133052,0,0,1,184.5,0.4323308270676692,0.4581673306772908,266,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28140,23065,0.0020703934133052,0,0,1,94.0,0.4009433962264151,0.3386454183266932,212,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28133,8310,0.0,0,0,0,136.0,0.3908450704225352,0.4422310756972111,284,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28246,6710,0.0126849897205829,0,0,0,266.0,0.4763513513513513,0.5617529880478087,296,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28176,11853,0.0020920501556247,0,0,0,207.0,0.4514767932489451,0.4262948207171315,237,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28130,14916,0.0,0,0,1,145.5,0.4804469273743016,0.3426294820717131,179,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28115,14036,0.0,0,0,1,57.0,0.3444444444444444,0.247011952191235,180,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27920,16503,0.00207468890585,0,0,1,165.5,0.4596491228070175,0.5219123505976095,285,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27905,6365,0.0,0,0,0,93.5,0.3672727272727272,0.4023904382470119,275,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27951,2531,0.0041666668839752,0,0,0,199.5,0.4628099173553719,0.446215139442231,242,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28198,13087,0.0,0,0,1,115.0,0.3321299638989169,0.3665338645418327,277,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28179,5426,0.0068649887107312,0,0,0,160.5,0.4363636363636363,0.4780876494023904,275,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28159,15127,0.0,0,0,1,145.0,0.3968253968253968,0.398406374501992,252,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27985,9096,0.0124740125611424,0,0,0,249.0,0.4641638225255973,0.5418326693227091,293,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28219,8258,0.0041841003112494,0,0,0,214.0,0.4953703703703703,0.4262948207171315,216,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28210,6892,0.0041666668839752,0,0,0,197.0,0.4931506849315068,0.4302788844621514,219,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28138,13835,0.0,0,0,1,61.0,0.3383838383838384,0.2669322709163346,198,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28083,17911,0.0,0,0,1,206.0,0.4545454545454545,0.49800796812749,275,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27967,8370,0.002087682718411,0,0,0,233.5,0.4436619718309859,0.50199203187251,284,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28062,8108,0.0126050421968102,0,0,0,268.0,0.5034965034965035,0.5737051792828686,286,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28104,6834,0.0147058824077248,0,0,0,225.0,0.4601449275362319,0.5059760956175299,276,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28058,514,0.0061983470804989,0,0,0,184.0,0.4195804195804196,0.4780876494023904,286,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28147,18701,0.0,0,0,1,63.0,0.3972602739726027,0.2310756972111553,146,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27916,17107,0.0061855670064687,0,0,1,217.0,0.4131944444444444,0.4741035856573705,288,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28008,12488,0.0021598271559923,0,0,1,87.5,0.3674698795180723,0.2430278884462151,166,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28132,11927,0.0042735044844448,0,0,0,220.0,0.4821428571428571,0.5378486055776892,280,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28118,11770,0.0082987556234002,0,0,0,210.5,0.4428571428571428,0.4940239043824701,280,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27906,9507,0.0041841003112494,0,0,0,224.5,0.5021097046413502,0.4741035856573705,237,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28035,19548,0.0041580041870474,0,0,1,257.5,0.4778156996587031,0.5577689243027888,293,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27949,15312,0.0,0,0,1,203.5,0.4770318021201413,0.5378486055776892,283,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28186,17580,0.0021186440717428,0,0,1,80.0,0.5492957746478874,0.1553784860557769,71,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28075,26441,0.0021321962121874,0,0,1,115.0,0.3831417624521073,0.398406374501992,261,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28171,11040,0.0,0,0,0,137.5,0.3666666666666666,0.4382470119521912,300,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28240,19785,0.0,0,0,1,153.5,0.4163265306122449,0.4063745019920319,245,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28022,8276,0.0103734442964196,0,0,0,195.0,0.4340277777777778,0.49800796812749,288,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28014,12008,0.0041580041870474,0,0,0,197.0,0.4301470588235294,0.4661354581673306,272,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28189,2373,0.0,0,0,0,184.0,0.411371237458194,0.4900398406374502,299,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28024,11665,0.0125523013994097,0,0,0,184.0,0.4025157232704403,0.5099601593625498,318,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28174,16679,0.0,0,0,1,132.5,0.3622291021671827,0.4661354581673306,323,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28006,23231,0.0043383948504924,0,0,1,192.0,0.4334470989761092,0.5059760956175299,293,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28279,22605,0.0082644624635577,0,0,1,155.5,0.3449477351916376,0.3944223107569721,287,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28109,20015,0.0,0,0,1,143.0,0.4096916299559471,0.3705179282868526,227,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28221,17348,0.0,0,0,1,237.5,0.4507042253521127,0.5099601593625498,284,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28156,5905,0.0020661156158894,0,0,0,227.5,0.510548523206751,0.4820717131474104,237,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28259,7082,0.0061855670064687,0,0,0,199.0,0.4433333333333333,0.5298804780876494,300,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28185,21229,0.0,0,0,1,139.5,0.3886925795053003,0.4382470119521912,283,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27938,7379,0.0083507308736443,0,0,0,255.5,0.5017421602787456,0.5737051792828686,287,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28036,20569,0.0,0,0,1,49.0,0.4383561643835616,0.1274900398406374,73,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27914,2696,0.0,0,0,0,189.5,0.4511627906976744,0.3864541832669322,215,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28065,514,0.0020576131064444,0,0,0,148.0,0.402555910543131,0.50199203187251,313,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28140,10111,0.0,0,0,0,202.0,0.4673539518900343,0.5418326693227091,291,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27979,12352,0.0106157111003994,0,0,0,217.0,0.4779661016949152,0.5617529880478087,295,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28056,7403,0.0,0,0,0,162.0,0.384375,0.4900398406374502,320,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28172,16496,0.0,0,0,1,114.0,0.4233870967741935,0.4183266932270916,248,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28114,2828,0.0062111802399158,0,0,0,304.5,0.5278810408921933,0.5657370517928287,269,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27916,20860,0.0,0,0,1,149.0,0.3737024221453287,0.4302788844621514,289,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28281,26732,0.0,0,0,1,195.0,0.4107744107744108,0.4860557768924303,297,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28214,13223,0.0020618557464331,0,0,1,135.0,0.4253393665158371,0.3745019920318725,221,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28140,640,0.0020576131064444,0,0,0,86.0,0.3806818181818182,0.2669322709163346,176,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28288,12312,0.0020576131064444,0,0,0,150.0,0.4519230769230769,0.3745019920318725,208,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28080,23841,0.0,0,0,1,51.5,0.5094339622641509,0.1075697211155378,53,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28160,7288,0.0020703934133052,0,0,0,235.5,0.4470588235294118,0.4541832669322709,255,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28096,6360,0.0,0,0,0,234.0,0.4929577464788732,0.5577689243027888,284,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28147,10069,0.0041666668839752,0,0,0,260.5,0.4808362369337979,0.549800796812749,287,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28085,22889,0.0,0,0,1,88.5,0.365482233502538,0.2868525896414343,197,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27900,18252,0.0041152262128889,0,0,1,192.5,0.4290780141843971,0.4820717131474104,282,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27948,9771,0.0,0,0,0,245.0,0.4818481848184818,0.5816733067729084,303,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28115,21695,0.0020618557464331,0,0,1,93.0,0.3649122807017544,0.4143426294820717,285,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27898,14851,0.0020533881615847,0,0,1,194.0,0.432258064516129,0.5338645418326693,310,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28149,13190,0.0020790020935237,0,0,1,154.0,0.4,0.4940239043824701,310,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28072,4311,0.0062500000931322,0,0,0,173.5,0.4084967320261438,0.49800796812749,306,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28250,25941,0.0,0,0,1,201.0,0.4736842105263157,0.5378486055776892,285,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28242,21138,0.0062761506997048,0,0,1,180.5,0.3554817275747508,0.4262948207171315,301,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28274,18880,0.0,0,0,1,207.5,0.466403162055336,0.4701195219123506,253,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27945,291,0.0062630479224026,0,0,0,191.5,0.4141414141414141,0.4900398406374502,297,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28041,14232,0.0,0,0,1,58.0,0.5,0.199203187250996,100,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28231,1067,0.0,0,0,0,231.0,0.4792452830188679,0.5059760956175299,265,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28083,10642,0.0,0,0,0,166.5,0.3713355048859935,0.4541832669322709,307,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28205,12742,0.0042016808874905,0,0,1,128.0,0.3908794788273615,0.4780876494023904,307,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28095,460,0.0,0,0,0,86.5,0.4095744680851064,0.3067729083665338,188,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28206,13018,0.0,0,0,1,125.0,0.4756756756756757,0.350597609561753,185,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28032,26617,0.0,0,0,1,42.0,0.6666666666666666,0.0637450199203187,24,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28231,20135,0.0020833334419876,0,0,1,152.5,0.390625,0.398406374501992,256,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27904,16884,0.0062500000931322,0,0,1,225.5,0.4372881355932203,0.5139442231075697,295,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28163,180,0.0020533881615847,0,0,0,160.0,0.3962848297213622,0.5099601593625498,323,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28062,11569,0.0020661156158894,0,0,0,201.0,0.4542124542124542,0.4940239043824701,273,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27933,16574,0.0,0,0,1,156.0,0.4119718309859155,0.4661354581673306,284,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28253,22076,0.0,0,0,1,180.5,0.4045801526717557,0.4223107569721115,262,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28181,16567,0.0043103448115289,0,0,1,141.5,0.4610778443113772,0.3067729083665338,167,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28275,9191,0.0,0,0,0,208.0,0.4716981132075472,0.49800796812749,265,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28258,22669,0.0020576131064444,0,0,1,225.5,0.4276315789473684,0.5179282868525896,304,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27950,14020,0.0,0,0,1,237.0,0.4385382059800664,0.5258964143426295,301,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28271,516,0.0062500000931322,0,0,0,222.0,0.4638783269961977,0.4860557768924303,263,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27994,26650,0.0,0,0,1,47.5,0.3884297520661157,0.1872509960159362,121,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28164,13786,0.0020533881615847,0,0,1,249.5,0.4802631578947368,0.5816733067729084,304,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28261,4909,0.0062630479224026,0,0,0,262.0,0.5175879396984925,0.4103585657370518,199,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28265,1883,0.0,0,0,0,154.0,0.396551724137931,0.4581673306772908,290,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27992,5532,0.0041580041870474,0,0,0,209.5,0.4043887147335423,0.5139442231075697,319,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27911,21871,0.0,0,0,1,187.0,0.4046822742474916,0.4820717131474104,299,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28258,24267,0.0,0,0,1,171.5,0.4115755627009646,0.5099601593625498,311,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28154,1267,0.0042016808874905,0,0,0,102.5,0.3686274509803922,0.3745019920318725,255,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28140,11257,0.0020833334419876,0,0,0,178.0,0.3693693693693693,0.4900398406374502,333,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28295,7173,0.0,0,0,0,169.5,0.4107142857142857,0.4581673306772908,280,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27931,25312,0.0,0,0,1,122.0,0.3706293706293706,0.4223107569721115,286,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28084,17755,0.0041407868266105,0,0,1,212.5,0.4696969696969697,0.4940239043824701,264,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28009,27084,0.0021598271559923,0,0,1,170.0,0.3804347826086957,0.4183266932270916,276,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28095,3073,0.0020661156158894,0,0,0,276.0,0.4693877551020408,0.549800796812749,294,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28076,23098,0.0,0,0,1,158.0,0.4597156398104265,0.3864541832669322,211,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28023,25209,0.0,0,0,1,181.5,0.4336917562724014,0.4820717131474104,279,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28199,22923,0.0,0,0,1,119.0,0.4078431372549019,0.4143426294820717,255,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28053,23835,0.0,0,0,1,132.5,0.3934426229508196,0.4780876494023904,305,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28016,12136,0.0020576131064444,0,0,0,129.0,0.3774834437086092,0.4541832669322709,302,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28118,13147,0.0,0,0,1,85.0,0.4180327868852459,0.2031872509960159,122,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28150,17298,0.0062111802399158,0,0,1,147.0,0.3892617449664429,0.4621513944223107,298,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27995,14560,0.0,0,0,1,180.0,0.4480286738351254,0.49800796812749,279,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28011,25811,0.0,0,0,1,111.5,0.3707865168539326,0.3944223107569721,267,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28160,11616,0.0,0,0,0,240.0,0.4612676056338028,0.5219123505976095,284,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27926,18738,0.0041322312317788,0,0,1,197.5,0.4602076124567474,0.5298804780876494,289,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28095,12052,0.0020833334419876,0,0,0,176.0,0.4948453608247423,0.3824701195219123,194,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28105,8787,0.0020790020935237,0,0,0,135.0,0.3864541832669322,0.3864541832669322,251,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28240,6400,0.0041841003112494,0,0,0,204.5,0.4096774193548387,0.5059760956175299,310,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27943,21011,0.0020533881615847,0,0,1,200.0,0.4606299212598425,0.4661354581673306,254,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28215,11707,0.0041493778117001,0,0,0,260.5,0.5231316725978647,0.5856573705179283,281,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27988,17736,0.0,0,0,1,62.5,0.5576923076923077,0.1155378486055776,52,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28109,2364,0.0062630479224026,0,0,0,238.0,0.4579124579124579,0.5418326693227091,297,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28072,25010,0.0,0,0,1,160.0,0.4219269102990033,0.5059760956175299,301,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28017,23676,0.0,0,0,1,84.0,0.3426966292134831,0.2430278884462151,178,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28185,10027,0.0,0,0,0,156.0,0.4107142857142857,0.4581673306772908,280,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27971,7261,0.0082644624635577,0,0,0,171.5,0.4420600858369098,0.4103585657370518,233,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28123,18502,0.0020618557464331,0,0,1,159.0,0.4006514657980456,0.4900398406374502,307,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28167,9091,0.0041407868266105,0,0,0,162.0,0.4160583941605839,0.4541832669322709,274,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27935,26310,0.0,0,0,1,181.5,0.4199288256227758,0.4701195219123506,281,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27934,22850,0.0041237114928662,0,0,1,206.0,0.4431818181818182,0.4661354581673306,264,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28097,22801,0.0041928719729185,0,0,1,121.0,0.3986013986013986,0.4541832669322709,286,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27956,22652,0.002087682718411,0,0,1,142.0,0.3724832214765101,0.4422310756972111,298,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28269,9895,0.0,0,0,0,146.0,0.4351145038167939,0.4541832669322709,262,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28032,20195,0.0,0,0,1,148.5,0.3927272727272727,0.4302788844621514,275,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28224,15865,0.0020661156158894,0,0,1,130.5,0.4189723320158103,0.4223107569721115,253,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27950,24719,0.0084210522472858,0,0,1,118.0,0.3823529411764705,0.4661354581673306,306,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27904,10929,0.0125260958448052,0,0,0,236.0,0.4911660777385159,0.5537848605577689,283,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,28138,13694,0.0082644624635577,0,0,1,233.0,0.4368932038834951,0.5378486055776892,309,251,251,0,0,0
